query,_id,_score,name,symbol,entrezgene,notfound
ENSG00000230337,ENSG00000230337,32.905186,EXOSC10 antisense RNA 1,EXOSC10-AS1,,
ENSG00000198793,2475,31.234789,mechanistic target of rapamycin kinase,MTOR,2475,
ENSG00000225602,100873935,32.905174,MTOR antisense RNA 1,MTOR-AS1,100873935,
ENSG00000253086,ENSG00000253086,10.614571,"RNA, U6 small nuclear 537, pseudogene",RNU6-537P,,
ENSG00000171819,10218,31.89811,angiopoietin like 7,ANGPTL7,10218,
ENSG00000207451,106479696,10.614576,"RNA, U6 small nuclear 291, pseudogene",RNU6-291P,106479696,
ENSG00000238173,ENSG00000238173,10.614576,ribosomal protein L39 pseudogene 6,RPL39P6,,
ENSG00000120942,29914,31.898115,UbiA prenyltransferase domain containing 1,UBIAD1,29914,
ENSG00000238199,ENSG00000238199,10.6145735,ubiquitin conjugating enzyme E2 V2 pseudogene 3,UBE2V2P3,,
ENSG00000224338,109729120,10.614573,MT-CYB pseudogene 45,MTCYBP45,109729120,
ENSG00000204624,57540,31.89812,dispatched RND transporter family member 3,DISP3,57540,
ENSG00000235643,101929181,32.905178,long intergenic non-protein coding RNA 1647,LINC01647,101929181,
ENSG00000116661,26232,32.905186,F-box protein 2,FBXO2,26232,
ENSG00000132879,93611,32.905174,F-box protein 44,FBXO44,93611,
ENSG00000116663,26270,31.898115,F-box protein 6,FBXO6,26270,
ENSG00000116670,10459,31.898127,mitotic arrest deficient 2 like 2,MAD2L2,10459,
ENSG00000162490,374946,32.905167,dorsal inhibitory axon guidance protein,DRAXIN,374946,
ENSG00000177674,57085,31.89811,angiotensin II receptor associated protein,AGTRAP,57085,
ENSG00000215910,284498,32.905186,chromosome 1 open reading frame 167,C1orf167,284498,
ENSG00000177553,102724659,32.905186,C1orf167 antisense RNA 1,C1orf167-AS1,102724659,
ENSG00000177000,4524,31.898127,methylenetetrahydrofolate reductase,MTHFR,4524,
ENSG00000011021,1185,31.898127,Cl-/H+ antiporter 6,CLCN6,1185,
ENSG00000242349,,,,,,True
ENSG00000276470,ENSG00000276470,32.905174,,,,
ENSG00000278852,ENSG00000278852,32.905174,,,,
ENSG00000175206,4878,31.898115,natriuretic peptide A,NPPA,4878,
ENSG00000275915,ENSG00000275915,32.905178,,,,
ENSG00000120937,4879,31.898127,natriuretic peptide B,NPPB,4879,
ENSG00000224904,390997,10.614576,SBF1 pseudogene 2,SBF1P2,390997,
ENSG00000199347,26829,31.898127,"RNA, U5E small nuclear 1",RNU5E-1,26829,
ENSG00000201801,100873829,10.614576,"RNA, U5E small nuclear 4, pseudogene",RNU5E-4P,100873829,
ENSG00000116685,90231,32.905186,KIAA2013,KIAA2013,90231,
ENSG00000083444,5351,31.898127,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,5351,
ENSG00000116688,9927,31.898115,mitofusin 2,MFN2,9927,
ENSG00000270914,ENSG00000270914,32.905167,,,,
ENSG00000116691,60672,32.905167,migration and invasion inhibitory protein,MIIP,60672,
ENSG00000202461,ENSG00000202461,32.905167,Y RNA,Y_RNA,,
ENSG00000276869,102466982,32.905186,microRNA 6729,MIR6729,102466982,
ENSG00000243539,106481100,10.614576,"RNA, 7SL, cytoplasmic 649, pseudogene",RN7SL649P,106481100,
ENSG00000120949,943,32.905186,TNF receptor superfamily member 8,TNFRSF8,943,
ENSG00000281342,,,,,,True
ENSG00000201135,106481426,10.614574,"RNA, U6 small nuclear 777, pseudogene",RNU6-777P,106481426,
ENSG00000227875,106480336,10.614574,ribosomal protein L23a pseudogene 89,RPL23AP89,106480336,
ENSG00000275459,,,,,,True
ENSG00000028137,7133,31.89812,TNF receptor superfamily member 1B,TNFRSF1B,7133,
ENSG00000263676,100616438,31.89812,microRNA 4632,MIR4632,100616438,
ENSG00000225196,390998,10.614574,ribosomal protein L10 pseudogene 17,RPL10P17,390998,
ENSG00000252969,124900427,32.905178,uncharacterized LOC124900427,LOC124900427,124900427,
ENSG00000048707,55187,31.898125,vacuolar protein sorting 13 homolog D,VPS13D,55187,
ENSG00000280999,,,,,,True
ENSG00000239149,677885,32.905178,"small nucleolar RNA, H/ACA box 59A",SNORA59A,677885,
ENSG00000229484,105376744,32.905178,long intergenic non-protein coding RNA 2766,LINC02766,105376744,
ENSG00000162496,9249,31.898125,dehydrogenase/reductase 3,DHRS3,9249,
ENSG00000221340,106479551,10.614576,"RNA, U6atac small nuclear 18, pseudogene",RNU6ATAC18P,106479551,
ENSG00000276830,102466722,32.905167,microRNA 6730,MIR6730,102466722,
ENSG00000272482,,,,,,True
ENSG00000204518,343066,32.905174,arylacetamide deacetylase like 4,AADACL4,343066,
ENSG00000226166,ENSG00000226166,32.905174,,,,
ENSG00000188984,126767,32.905174,arylacetamide deacetylase like 3,AADACL3,126767,
ENSG00000157330,93190,32.905174,cilia and flagella associated protein 107,CFAP107,93190,
ENSG00000116726,390999,32.905167,PRAME family member 12,PRAMEF12,390999,
ENSG00000116721,65121,32.905167,PRAME family member 1,PRAMEF1,65121,
ENSG00000228338,105376745,32.905174,long intergenic non-protein coding RNA 1784,LINC01784,105376745,
ENSG00000239810,440560,32.905174,PRAME family member 11,PRAMEF11,440560,
ENSG00000231103,ENSG00000231103,10.614571,"PRAME family member 30, pseudogene",PRAMEF30P,,
ENSG00000179172,343069,31.898127,heterogeneous nuclear ribonucleoprotein C like 1,HNRNPCL1,343069,
ENSG00000120952,65122,32.905178,PRAME family member 2,PRAMEF2,65122,
ENSG00000243073,400735,32.905178,PRAME family member 4,PRAMEF4,400735,
ENSG00000187545,343071,32.905186,PRAME family member 10,PRAMEF10,343071,
ENSG00000204510,441871,32.905178,PRAME family member 7,PRAMEF7,441871,
ENSG00000207434,106480037,10.6145735,"RNA, U6 small nuclear 1072, pseudogene",RNU6-1072P,106480037,
ENSG00000234064,ENSG00000234064,10.614576,"PRAME family member 29, pseudogene",PRAMEF29P,,
ENSG00000232423,440561,32.905186,PRAME family member 6,PRAMEF6,440561,
ENSG00000274178,102724742,10.614574,"PRAME family member 28, pseudogene",PRAMEF28P,102724742,
ENSG00000274764,101929983,32.905186,PRAME family member 27,PRAMEF27,101929983,
ENSG00000280267,645359,32.905186,PRAME family member 26,PRAMEF26,645359,
ENSG00000229571,441873,32.905167,PRAME family member 25,PRAMEF25,441873,
ENSG00000277058,649330,32.905167,heterogeneous nuclear ribonucleoprotein C like 3,HNRNPCL3,649330,
ENSG00000277862,ENSG00000277862,10.614571,"PRAME family member 34, pseudogene",PRAMEF34P,,
ENSG00000236179,100419649,10.614571,"PRAME family member 35, pseudogene",PRAMEF35P,100419649,
ENSG00000275774,440563,31.89811,heterogeneous nuclear ribonucleoprotein C like 2,HNRNPCL2,440563,
ENSG00000229978,ENSG00000229978,10.614571,"PRAME family member 36, pseudogene",PRAMEF36P,,
ENSG00000233336,ENSG00000233336,32.905178,,,,
ENSG00000179412,101060301,32.905186,heterogeneous nuclear ribonucleoprotein C like 4,HNRNPCL4,101060301,
ENSG00000204505,343070,32.905186,PRAME family member 9,PRAMEF9,343070,
ENSG00000279169,400736,32.905178,PRAME family member 13,PRAMEF13,400736,
ENSG00000279804,391003,32.905186,PRAME family member 18,PRAMEF18,391003,
ENSG00000250894,100129611,10.614576,"PRAME family member 31, pseudogene",PRAMEF31P,100129611,
ENSG00000270601,343068,32.905186,PRAME family member 5,PRAMEF5,343068,
ENSG00000231219,ENSG00000231219,10.614576,"PRAME family member 32, pseudogene",PRAMEF32P,,
ENSG00000207511,106479907,10.614576,"RNA, U6 small nuclear 771, pseudogene",RNU6-771P,106479907,
ENSG00000182330,391002,32.905186,PRAME family member 8,PRAMEF8,391002,
ENSG00000204501,653619,32.905178,PRAME family member 15,PRAMEF15,653619,
ENSG00000237700,645382,32.905167,PRAME family member 33,PRAMEF33,645382,
ENSG00000228229,ENSG00000228229,32.905186,,,,
ENSG00000204481,729528,32.905186,PRAME family member 14,PRAMEF14,729528,
ENSG00000204480,645414,32.905186,PRAME family member 19,PRAMEF19,645414,
ENSG00000204479,391004,32.905178,PRAME family member 17,PRAMEF17,391004,
ENSG00000204478,645425,32.905178,PRAME family member 20,PRAMEF20,645425,
ENSG00000162494,126755,31.898125,leucine rich repeat containing 38,LRRC38,126755,
ENSG00000259961,107984918,32.905174,uncharacterized LOC107984918,LOC107984918,107984918,
ENSG00000215909,ENSG00000215909,10.614573,bromodomain and WD repeat domain containing 1 pseudogene 1,BRWD1P1,,
ENSG00000162493,10630,31.89812,podoplanin,PDPN,10630,
ENSG00000222952,100873280,10.614574,"RNA, 5S ribosomal pseudogene 41",RNA5SP41,100873280,
ENSG00000266358,,,,,,True
ENSG00000237445,ENSG00000237445,32.905178,,,,
ENSG00000253085,124900446,32.905178,small Cajal body-specific RNA 11,LOC124900446,124900446,
ENSG00000116731,7799,31.898125,PR/SET domain 2,PRDM2,7799,
ENSG00000252151,106481579,10.614574,"RNA, U6 small nuclear 1265, pseudogene",RNU6-1265P,106481579,
ENSG00000231606,ENSG00000231606,32.905174,,,,
ENSG00000234593,105376762,32.905186,KAZN antisense RNA 1,KAZN-AS1,105376762,
ENSG00000189337,23254,31.898127,"kazrin, periplakin interacting protein",KAZN,23254,
ENSG00000280763,,,,,,True
ENSG00000235829,ENSG00000235829,10.614576,tubulin folding cofactor A pseudogene 2,TBCAP2,,
ENSG00000175147,200197,32.905186,TMEM51 antisense RNA 1,TMEM51-AS1,200197,
ENSG00000171729,55092,32.905186,transmembrane protein 51,TMEM51,55092,
ENSG00000204464,727684,32.905186,TMEM51 antisense RNA 2,TMEM51-AS2,727684,
ENSG00000215720,ENSG00000215720,10.614576,MFF pseudogene 1,MFFP1,,
ENSG00000278480,ENSG00000278480,10.6145735,ZBTB2 pseudogene 1,ZBTB2P1,,
ENSG00000142621,114827,32.905174,forkhead associated phosphopeptide binding domain 1,FHAD1,114827,
ENSG00000233485,101927417,32.905174,FHAD1 antisense RNA 1,FHAD1-AS1,101927417,
ENSG00000236045,ENSG00000236045,32.905178,,,,
ENSG00000228140,124903852,32.905178,uncharacterized LOC124903852,LOC124903852,124903852,
ENSG00000142634,79180,31.898115,EF-hand domain family member D2,EFHD2,79180,
ENSG00000162438,11330,31.898127,chymotrypsin C,CTRC,11330,
ENSG00000142615,63036,31.898115,chymotrypsin like elastase 2A,CELA2A,63036,
ENSG00000215704,51032,31.89811,chymotrypsin like elastase 2B,CELA2B,51032,
ENSG00000132906,842,31.89811,caspase 9,CASP9,842,
ENSG00000116138,23341,31.898115,DnaJ heat shock protein family (Hsp40) member C16,DNAJC16,23341,
ENSG00000251866,107397391,31.898127,small Cajal body-specific RNA 21B,SCARNA21B,107397391,
ENSG00000272510,ENSG00000272510,32.905186,,,,
ENSG00000116771,79814,31.89812,agmatinase (putative),AGMAT,79814,
ENSG00000237301,ENSG00000237301,32.905178,,,,
ENSG00000235084,ENSG00000235084,10.614571,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 6,CHCHD2P6,,
ENSG00000252417,106479092,10.614573,"RNA, U7 small nuclear 179 pseudogene",RNU7-179P,106479092,
ENSG00000236500,ENSG00000236500,10.614573,CD24 molecule pseudogene 1,CD24P1,,
ENSG00000197312,84301,31.898127,DDI proteasomal shuttling factor 2,DDI2,84301,
ENSG00000215695,6248,32.905186,regulator of solute carriers 1,RSC1A1,6248,
ENSG00000271742,ENSG00000271742,32.905167,,,,
ENSG00000116786,23207,32.905186,pleckstrin homology and RUN domain containing M2,PLEKHM2,23207,
ENSG00000264048,,,,,,True
ENSG00000237938,ENSG00000237938,32.905186,,,,
ENSG00000162461,284723,32.905186,solute carrier family 25 member 34,SLC25A34,284723,
ENSG00000224459,ENSG00000224459,32.905186,SLC25A34 and TMEM82 antisense RNA 1,SLC25A34-AS1,,
ENSG00000162460,388595,32.905178,transmembrane protein 82,TMEM82,388595,
ENSG00000162458,54751,31.898125,filamin binding LIM protein 1,FBLIM1,54751,
ENSG00000280788,,,,,,True
ENSG00000224321,ENSG00000224321,10.6145735,ribosomal protein L12 pseudogene 14,RPL12P14,,
ENSG00000233954,440567,31.89812,ubiquinol-cytochrome c reductase hinge protein like,UQCRHL,440567,
ENSG00000178715,441876,10.6145735,ribosomal protein S16 pseudogene 1,RPS16P1,441876,
ENSG00000179743,729614,32.905178,SPEN antisense RNA 1,SPEN-AS1,729614,
ENSG00000065526,23013,31.898125,spen family transcriptional repressor,SPEN,23013,
ENSG00000270620,ENSG00000270620,32.905186,,,,
ENSG00000116809,7709,31.898127,zinc finger and BTB domain containing 17,ZBTB17,7709,
ENSG00000234607,ENSG00000234607,32.905186,,,,
ENSG00000231353,ENSG00000231353,32.905178,,,,
ENSG00000275503,ENSG00000275503,32.905178,,,,
ENSG00000224966,ENSG00000224966,10.614573,TBC1 domain family member 3 pseudogene 6,TBC1D3P6,,
ENSG00000183888,149563,32.905174,steroid receptor associated and regulated protein,SRARP,149563,
ENSG00000233078,ENSG00000233078,32.905167,,,,
ENSG00000173641,27129,32.905186,heat shock protein family B (small) member 7,HSPB7,27129,
ENSG00000186510,1187,31.898127,chloride voltage-gated channel Ka,CLCNKA,1187,
ENSG00000232456,440568,10.614576,family with sequence similarity 131 member C pseudogene,FAM131C2P,440568,
ENSG00000184908,1188,31.89811,chloride voltage-gated channel Kb,CLCNKB,1188,
ENSG00000185519,348487,32.905186,family with sequence similarity 131 member C,FAM131C,348487,
ENSG00000142627,1969,31.898115,EPH receptor A2,EPHA2,1969,
ENSG00000227959,ENSG00000227959,32.905186,EPHA2 antisense RNA 1,EPHA2-AS1,,
ENSG00000224621,,,,,,True
ENSG00000234166,,,,,,True
ENSG00000142632,128272,31.898115,Rho guanine nucleotide exchange factor 19,ARHGEF19,128272,
ENSG00000237276,ENSG00000237276,10.614576,anoctamin 7 like 1 (pseudogene),ANO7L1,,
ENSG00000132881,79363,31.89811,ciliogenesis and planar polarity effector complex subunit 2,CPLANE2,79363,
ENSG00000233929,ENSG00000233929,10.614573,metallothionein 1X pseudogene 1,MT1XP1,,
ENSG00000037637,54455,32.905174,F-box protein 42,FBXO42,54455,
ENSG00000055070,26099,32.905178,SUZ RNA binding domain containing 1,SZRD1,26099,
ENSG00000226457,729662,10.614573,ribosomal protein L22 pseudogene 3,RPL22P3,729662,
ENSG00000187144,374955,31.898115,spermatogenesis associated 21,SPATA21,374955,
ENSG00000281598,,,,,,True
ENSG00000157191,55707,31.898127,NECAP endocytosis associated 2,NECAP2,55707,
ENSG00000226029,107984921,32.905174,long intergenic non-protein coding RNA 1772,LINC01772,107984921,
ENSG00000080947,114819,10.614574,CROCC pseudogene 3,CROCCP3,114819,
ENSG00000206652,26871,32.905167,"RNA, U1 small nuclear 1",RNU1-1,26871,
ENSG00000261135,,,,,,True
ENSG00000224174,ENSG00000224174,32.905178,,,,
ENSG00000233421,100132147,32.905186,long intergenic non-protein coding RNA 1783,LINC01783,100132147,
ENSG00000277344,106480152,10.614576,"RNA, U1 small nuclear 6, pseudogene",RNU1-6P,106480152,
ENSG00000268991,,,,,,True
ENSG00000225710,ENSG00000225710,10.614571,PDE4DIP pseudogene 8,PDE4DIPP8,,
ENSG00000266584,,,,,,True
ENSG00000219481,55672,32.905174,NBPF member 1,NBPF1,55672,
ENSG00000271732,ENSG00000271732,32.905186,,,,
ENSG00000215908,ENSG00000215908,10.614576,CROCC pseudogene 2,CROCCP2,,
ENSG00000186301,ENSG00000186301,10.614576,macrophage stimulating 1 pseudogene 2,MST1P2,,
ENSG00000282143,ENSG00000282143,32.905167,,,,
ENSG00000207513,26869,32.905178,"RNA, U1 small nuclear 3",RNU1-3,26869,
ENSG00000237847,,,,,,True
ENSG00000280114,ENSG00000280114,32.905178,,,,
ENSG00000264742,,,,,,True
ENSG00000236698,ENSG00000236698,10.614574,EIF1AX pseudogene 1,EIF1AXP1,,
ENSG00000268869,ENSG00000268869,10.614574,espin pseudogene,ESPNP,,
ENSG00000279151,ENSG00000279151,32.905178,,,,
ENSG00000279132,,,,,,True
ENSG00000282740,124903859,32.905186,uncharacterized LOC124903859,LOC124903859,124903859,
ENSG00000058453,9696,31.898127,"ciliary rootlet coiled-coil, rootletin",CROCC,9696,
ENSG00000227684,100421113,10.614576,CROCC pseudogene 4,CROCCP4,100421113,
ENSG00000207389,6060,31.898127,"RNA, U1 small nuclear 4",RNU1-4,6060,
ENSG00000186715,11223,10.289715,macrophage stimulating 1 like (pseudogene),MST1L,11223,
ENSG00000223643,ENSG00000223643,32.905178,,,,
ENSG00000230239,ENSG00000230239,10.614576,PDE4DIP pseudogene 9,PDE4DIPP9,,
ENSG00000263811,100500876,32.905186,microRNA 3675,MIR3675,100500876,
ENSG00000228549,112267871,32.905178,long intergenic non-protein coding RNA 3126,LINC03126,112267871,
ENSG00000277234,107105261,10.614574,"RNA, U1 small nuclear 5, pseudogene",RNU1-5P,107105261,
ENSG00000238142,105376805,32.905178,uncharacterized LOC105376805,LOC105376805,105376805,
ENSG00000235241,107985101,32.905186,uncharacterized LOC107985101,LOC107985101,107985101,
ENSG00000207005,26870,32.905186,"RNA, U1 small nuclear 2",RNU1-2,26870,
ENSG00000272426,ENSG00000272426,32.905167,,,,
ENSG00000117122,4237,31.898115,microfibril associated protein 2,MFAP2,4237,
ENSG00000226526,ENSG00000226526,32.905178,,,,
ENSG00000159363,23400,31.898127,ATPase cation transporting 13A2,ATP13A2,23400,
ENSG00000117118,6390,31.898125,succinate dehydrogenase complex iron sulfur subunit B,SDHB,6390,
ENSG00000117115,11240,31.898127,peptidyl arginine deiminase 2,PADI2,11240,
ENSG00000281330,,,,,,True
ENSG00000204362,400743,32.905174,long intergenic non-protein coding RNA 2783,LINC02783,400743,
ENSG00000282843,ENSG00000282843,32.905167,,,,
ENSG00000142623,29943,31.898125,peptidyl arginine deiminase 1,PADI1,29943,
ENSG00000142619,51702,31.898125,peptidyl arginine deiminase 3,PADI3,51702,
ENSG00000266634,100616188,32.905174,microRNA 3972,MIR3972,100616188,
ENSG00000159339,23569,31.898115,peptidyl arginine deiminase 4,PADI4,23569,
ENSG00000280226,,,,,,True
ENSG00000276747,353238,31.898127,peptidyl arginine deiminase 6,PADI6,353238,
ENSG00000227751,114515514,32.905178,RCC2 antisense RNA 1,RCC2-AS1,114515514,
ENSG00000179051,55920,31.89812,regulator of chromosome condensation 2,RCC2,55920,
ENSG00000266727,,,,,,True
ENSG00000074964,55160,32.905174,Rho guanine nucleotide exchange factor 10 like,ARHGEF10L,55160,
ENSG00000236648,107984028,32.905186,long intergenic non-protein coding RNA 2810,LINC02810,107984028,
ENSG00000278471,,,,,,True
ENSG00000117148,81569,32.905178,actin like 8,ACTL8,81569,
ENSG00000261781,101927876,32.905178,long intergenic non-protein coding RNA 1654,LINC01654,101927876,
ENSG00000117154,84966,31.89812,immunoglobin superfamily member 21,IGSF21,84966,
ENSG00000280222,ENSG00000280222,32.905186,,,,
ENSG00000230035,ENSG00000230035,32.905186,IGSF21 antisense RNA 1,IGSF21-AS1,,
ENSG00000225387,ENSG00000225387,32.905186,,,,
ENSG00000179023,127707,32.905178,kelch domain containing 7A,KLHDC7A,127707,
ENSG00000235282,ENSG00000235282,10.614573,dynein light chain LC8-type 1 pseudogene 3,DYNLL1P3,,
ENSG00000225478,ENSG00000225478,32.905174,,,,
ENSG00000009709,5081,31.898115,paired box 7,PAX7,5081,
ENSG00000179002,80834,31.898115,taste 1 receptor member 2,TAS1R2,80834,
ENSG00000255275,,,,,,True
ENSG00000159423,8659,31.898127,aldehyde dehydrogenase 4 family member A1,ALDH4A1,8659,
ENSG00000265606,100616120,32.905186,microRNA 4695,MIR4695,100616120,
ENSG00000221662,100302276,32.905167,microRNA 1290,MIR1290,100302276,
ENSG00000169991,126917,31.898115,intermediate filament family orphan 2,IFFO2,126917,
ENSG00000272084,ENSG00000272084,32.905174,,,,
ENSG00000127481,23352,31.898115,ubiquitin protein ligase E3 component n-recognin 4,UBR4,23352,
ENSG00000230424,101927895,32.905186,EMC1 antisense RNA 1,EMC1-AS1,101927895,
ENSG00000127463,23065,32.905178,ER membrane protein complex subunit 1,EMC1,23065,
ENSG00000053372,51154,31.898127,"MRT4 homolog, ribosome maturation factor",MRTO4,51154,
ENSG00000211454,246181,10.289713,aldo-keto reductase family 7 like (gene/pseudogene),AKR7L,246181,
ENSG00000162482,22977,31.89811,aldo-keto reductase family 7 member A3,AKR7A3,22977,
ENSG00000270728,ENSG00000270728,32.905178,,,,
ENSG00000053371,8574,31.898127,aldo-keto reductase family 7 member A2,AKR7A2,8574,
ENSG00000200403,106481526,10.614576,"RNA, U6 small nuclear 1099, pseudogene",RNU6-1099P,106481526,
ENSG00000040487,54896,31.898127,solute carrier family 66 member 1,SLC66A1,54896,
ENSG00000077549,832,31.89812,capping actin protein of muscle Z-line subunit beta,CAPZB,832,
ENSG00000240490,ENSG00000240490,10.614573,"RNA, 7SL, cytoplasmic 277, pseudogene",RN7SL277P,,
ENSG00000201609,106479570,10.6145735,"RNA, U4 small nuclear 28, pseudogene",RNU4-28P,106479570,
ENSG00000235185,105378614,32.905178,MICOS10 divergent transcript,MICOS10-DT,105378614,
ENSG00000173436,440574,32.905178,mitochondrial contact site and cristae organizing system subunit 10,MICOS10,440574,
